session_id,job_ids,actions
5028,"[1395, 1396, 535, 1814, 1390, 4084, 2056, 2050, 3097, 2869]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5029,"[1383, 1380, 1377]","['view', 'view', 'view']"
5030,"[501, 1005, 2878]","['view', 'view', 'view']"
5031,"[4277, 3533, 1391, 1392, 2180]","['apply', 'apply', 'apply', 'apply', 'apply']"
5032,"[1389, 1811, 1387, 1921, 1388, 1386, 32, 1385, 2120, 1384, 27, 1800, 2779, 777, 792]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5033,"[1367, 1366, 925]","['apply', 'apply', 'apply']"
5034,"[689, 1495, 1836, 291, 646, 972, 2726]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
5035,"[4956, 141, 460, 1256, 278]","['view', 'view', 'view', 'apply', 'view']"
5036,"[5562, 4993, 5391, 172, 1881, 2644, 3070, 2686, 2950, 1364, 2939]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
5037,"[1805, 3123, 283]","['apply', 'apply', 'apply']"
5038,"[2171, 1776, 715, 2065, 773, 223, 1902, 841, 4992, 2283, 3021, 4879, 541, 5223]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'apply', 'view', 'view', 'view', 'apply', 'view', 'view']"
5039,"[3422, 816, 97]","['view', 'apply', 'apply']"
5040,"[3451, 1620, 2497, 302, 482, 391]","['view', 'apply', 'apply', 'apply', 'apply', 'apply']"
5041,"[1571, 496, 481, 1605, 1029, 3396]","['apply', 'apply', 'apply', 'apply', 'apply', 'view']"
5042,"[3328, 1340, 748, 1049, 1073]","['apply', 'view', 'view', 'view', 'view']"
5043,"[2810, 1562, 715, 85, 702, 842, 4068, 1229, 3879, 691, 3298, 40, 409, 460, 892]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
5044,"[3935, 1610, 888, 118, 1965, 58, 1758, 666, 1055, 326, 987, 471]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5045,"[306, 798, 184, 1102, 998, 2952, 296, 2489, 291]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5046,"[3582, 4128, 230, 1482, 242, 778, 66, 244]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5047,"[1945, 957, 2564, 4302, 1481, 404, 667, 419, 1567]","['apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5048,"[1948, 3484, 668, 2235]","['apply', 'apply', 'apply', 'apply']"
5049,"[2752, 314, 3132, 3362, 1686, 4298, 2252, 4297, 438, 2622]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5050,"[1672, 1658, 1670, 927, 3876]","['apply', 'apply', 'apply', 'apply', 'apply']"
5051,"[4300, 4126, 2156, 1817, 607, 601, 1855, 1728, 3305, 642]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5052,"[637, 4121, 575, 2935, 4299]","['view', 'view', 'view', 'view', 'view']"
5053,"[262, 747, 3930, 3730, 1877, 2495, 385, 2770]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5054,"[765, 680, 2383, 2322, 4052, 2279]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5055,"[624, 616, 2459, 617, 2520, 647, 578, 654, 3068, 3932, 1068, 1723, 1795, 685]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5056,"[1790, 9, 1454, 717]","['apply', 'apply', 'apply', 'apply']"
5057,"[2438, 2634, 1965]","['apply', 'apply', 'apply']"
5058,"[935, 2635, 200, 164, 2631, 3042, 759, 774, 2085, 2, 684, 687, 2536]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5059,"[2723, 1251, 779]","['apply', 'apply', 'apply']"
5060,"[1430, 498, 5976, 718, 518, 5341, 509, 2453, 29, 58, 3301, 5599, 63, 691]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5061,"[2114, 4461, 2553, 62, 418]","['apply', 'view', 'apply', 'view', 'apply']"
5062,"[2940, 2225, 2079, 3114, 945, 4864, 3570, 2631, 4435, 2981, 2605]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
5063,"[4015, 532, 5458, 5404, 1253, 1252, 764, 724, 141, 2417, 479, 2768, 1352, 516, 3778]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5064,"[1460, 4040, 88]","['view', 'view', 'view']"
5065,"[2235, 3050, 2921, 5449, 4962, 1712, 3220, 1413, 1401, 1760, 4331, 5450, 3383, 3562, 4366]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'view', 'view']"
5066,"[1709, 1579, 2338, 2687, 373]","['view', 'view', 'view', 'view', 'view']"
5067,"[569, 3276, 2936]","['apply', 'view', 'view']"
5068,"[3731, 4101, 2387, 4291, 1993, 4881, 4467, 3291, 2806]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5069,"[131, 518, 3623, 75, 4303, 4162, 4161, 178, 177]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
5070,"[125, 50, 112, 118, 267, 103, 2035, 2879, 3952, 53, 390]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5071,"[1291, 924, 5360]","['view', 'apply', 'apply']"
5072,"[1589, 1116, 153]","['apply', 'apply', 'view']"
5073,"[1110, 812, 3205, 3975, 2912, 3774]","['view', 'apply', 'apply', 'apply', 'apply', 'apply']"
5074,"[883, 5594, 1975, 2650, 2628, 4669, 3652, 1487]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5075,"[2172, 1082, 2686, 104]","['view', 'view', 'view', 'view']"
5076,"[2939, 1959, 826, 2810, 2624]","['view', 'view', 'view', 'apply', 'apply']"
5077,"[2069, 2031, 4036]","['view', 'view', 'apply']"
5078,"[1957, 2580, 756]","['apply', 'view', 'apply']"
5079,"[590, 1962, 493]","['view', 'view', 'view']"
5080,"[692, 1718, 1066, 430, 420, 570, 439, 2613, 993, 559, 992, 2585, 3060, 490]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5081,"[225, 1622, 3110]","['view', 'view', 'view']"
5082,"[755, 549, 459, 2743, 573, 574, 564, 3827]","['view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5083,"[560, 2719, 3990]","['apply', 'apply', 'apply']"
5084,"[4221, 1655, 1651, 2573, 3906, 661, 3826]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
5085,"[1643, 1278, 1042, 834, 2933, 646, 2944]","['apply', 'apply', 'view', 'view', 'apply', 'view', 'view']"
5086,"[1561, 187, 1095, 1247, 1546, 260, 4751, 742, 50, 964, 726, 285]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
5087,"[135, 688, 518, 258, 40, 831, 1836, 1531]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'apply', 'apply']"
5088,"[1840, 471, 791, 760]","['apply', 'apply', 'view', 'view']"
5089,"[3208, 2525, 3810, 978, 4312]","['apply', 'apply', 'apply', 'view', 'apply']"
5090,"[1531, 829, 471, 846, 226, 666, 89, 646]","['view', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view']"
5091,"[5359, 306, 1815, 293, 3112, 1547, 444, 1430, 3068, 1474, 1363, 4960, 180, 291, 1095]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply']"
5092,"[517, 1158, 88]","['apply', 'view', 'view']"
5093,"[66, 242, 763, 505, 4681, 2726, 251, 247, 239, 832]","['view', 'view', 'apply', 'view', 'view', 'view', 'view', 'apply', 'view', 'view']"
5094,"[987, 5035, 4884, 621, 758, 1146]","['apply', 'apply', 'view', 'apply', 'apply', 'view']"
5095,"[4328, 3196, 1909, 4327]","['view', 'apply', 'apply', 'apply']"
5096,"[5407, 6278, 6224, 6276, 4674, 4321, 2227, 4319, 5001]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5097,"[1979, 1515, 5690, 4468, 4497, 6280, 3451, 6279, 6275, 6277]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5098,"[6273, 6163, 5614, 6274, 6039, 4613, 4326, 4323, 4713, 4324]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5099,"[4157, 4215, 4159, 4322, 4242, 4320, 6272, 4422, 5002, 2278, 1361, 2653]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5100,"[1673, 6271, 2906, 1959, 4987, 1517, 1897]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5101,"[1357, 6057, 2257, 4932, 2748, 948]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5102,"[6002, 1355, 1302, 1513, 1508, 1350, 1349, 2015, 1504]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5103,"[4931, 3730, 1501, 1275, 1261, 3337, 884, 5153, 1461, 466, 1358, 370, 2909, 197]","['apply', 'apply', 'apply', 'view', 'apply', 'apply', 'apply', 'view', 'apply', 'apply', 'view', 'apply', 'apply', 'apply']"
5104,"[1561, 5145, 4687]","['view', 'view', 'view']"
5105,"[5228, 4366, 3925, 2281, 896, 4228]","['view', 'view', 'view', 'view', 'view', 'view']"
5106,"[2188, 2154, 3800, 204, 2051, 1811, 406, 1239, 3196, 2395, 1854, 2183, 1419]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5107,"[2600, 1382, 1383, 2136, 5659, 2686, 2110, 2960]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5108,"[122, 4864, 5721, 25, 846, 988, 3986, 4718, 2195, 2396, 2058]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
5109,"[730, 2223, 3143, 2093, 277, 267]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5110,"[865, 695, 2779, 679, 5507]","['apply', 'apply', 'apply', 'apply', 'apply']"
5111,"[2356, 1929, 5618, 3401]","['apply', 'apply', 'view', 'view']"
5112,"[3003, 1753, 1506, 3525]","['view', 'view', 'view', 'view']"
5113,"[5824, 1397, 1861, 2715, 2347, 2776]","['view', 'view', 'apply', 'apply', 'apply', 'apply']"
5114,"[3109, 1483, 2801, 1827, 86]","['apply', 'view', 'view', 'view', 'apply']"
5115,"[1231, 1501, 1301]","['view', 'view', 'apply']"
5116,"[5373, 1881, 805, 4211, 2683, 1439, 4032, 994, 2930, 2790, 5388, 2368]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
5117,"[5286, 5285, 5216, 4744, 5298]","['apply', 'apply', 'apply', 'apply', 'apply']"
5118,"[4837, 4353, 4310, 4303]","['apply', 'apply', 'apply', 'apply']"
5119,"[4545, 4012, 3999, 3985, 2354, 5549, 310, 1560, 1557, 2292, 1106]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5120,"[189, 703, 2172, 3254, 2117, 2158, 2273, 891, 890]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5121,"[2029, 201, 2028, 2024, 2006, 2650, 2649, 4976, 1823, 1947, 734, 2965, 2222]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5122,"[1808, 1090, 3061, 1086, 726]","['apply', 'apply', 'apply', 'apply', 'apply']"
5123,"[3941, 1804, 1514, 1077, 2488, 3071]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5124,"[1382, 2133, 688, 124]","['apply', 'apply', 'apply', 'apply']"
5125,"[2532, 4817, 2472, 714, 60, 708, 5226]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5126,"[100, 104, 91, 92, 701]","['apply', 'apply', 'apply', 'apply', 'apply']"
5127,"[1061, 1607, 1540, 25, 1819, 809, 3976, 1534, 832, 1301, 1386, 3165, 1974]","['apply', 'apply', 'apply', 'view', 'view', 'apply', 'view', 'apply', 'apply', 'view', 'apply', 'apply', 'view']"
5128,"[2541, 1856, 1544]","['view', 'view', 'view']"
5129,"[428, 2431, 1301, 664, 1298]","['view', 'view', 'view', 'apply', 'apply']"
5130,"[678, 4303, 1549, 1293, 60]","['view', 'view', 'view', 'view', 'apply']"
5131,"[91, 1968, 92, 1418]","['view', 'view', 'apply', 'apply']"
5132,"[34, 3051, 4330, 4329, 3962, 3171]","['view', 'view', 'view', 'view', 'apply', 'apply']"
5133,"[31, 1407, 1276, 1224, 460]","['apply', 'apply', 'apply', 'apply', 'apply']"
5134,"[494, 1886, 561, 1945, 419, 1707, 1567, 1569, 404, 957, 1131]","['view', 'view', 'view', 'apply', 'apply', 'view', 'view', 'view', 'view', 'apply', 'view']"
5135,"[4811, 2358, 3191, 349, 347, 3720, 346, 4277, 5421, 1013, 2239, 1392, 1198, 5012]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5136,"[3390, 32, 361, 1377, 358, 777]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5137,"[339, 1366, 1373, 86]","['apply', 'apply', 'view', 'view']"
5138,"[1093, 1001, 1901, 1137, 3075, 1921, 746, 2957, 4088, 1450, 3259, 2958]","['apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'view', 'view']"
5139,"[1524, 4289, 3316]","['view', 'view', 'view']"
5140,"[918, 1577, 914, 2707, 41, 909]","['view', 'view', 'view', 'view', 'view', 'view']"
5141,"[4150, 198, 3107, 2242]","['view', 'view', 'view', 'view']"
5142,"[1363, 2101, 2579, 867, 3269, 862]","['view', 'view', 'view', 'view', 'view', 'view']"
5143,"[1448, 1806, 1906, 1716]","['view', 'view', 'view', 'view']"
5144,"[2638, 2636, 860, 163, 1714, 853, 854, 2515, 705]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5145,"[2018, 261, 1987, 4229, 176, 1147]","['view', 'view', 'view', 'apply', 'apply', 'apply']"
5146,"[4205, 1524, 814, 1093, 1137, 1148, 2957]","['view', 'view', 'apply', 'view', 'view', 'view', 'apply']"
5147,"[2651, 263, 155, 1529, 40, 1835, 55, 1861, 834, 1492, 639, 1335, 239, 1406]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5148,"[245, 923, 947, 1409, 972, 763, 4341, 306]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5149,"[2879, 1527, 1067, 242, 1560, 1547]","['view', 'view', 'view', 'view', 'view', 'view']"
5150,"[6200, 4912, 4991, 4233, 3243, 2330, 127, 2049, 294, 1441]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5151,"[3195, 363, 362, 360]","['view', 'view', 'view', 'view']"
5152,"[2388, 3722, 2734, 357, 3531, 1303, 2880, 350, 1231, 3967, 3192, 2454, 4306, 1199, 347]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5153,"[3212, 348, 333, 2387, 2852, 2991]","['view', 'view', 'view', 'view', 'view', 'view']"
5154,"[2548, 4145, 2877, 2878, 1290, 792, 4585, 5199, 510, 4996, 690, 1244, 331]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view', 'view']"
5155,"[1524, 5116, 2848, 1285, 3763, 3, 1464]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
5156,"[2685, 2379, 3847]","['view', 'view', 'view']"
5157,"[1148, 1957, 1964, 3039, 4035, 2922, 2594, 3328]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5158,"[153, 753, 1494, 1277]","['apply', 'apply', 'apply', 'apply']"
5159,"[421, 2345, 158]","['apply', 'apply', 'apply']"
5160,"[3008, 2871, 3933, 2524, 2240, 931, 518, 3268, 142, 544, 706]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
5161,"[630, 1963, 3675, 1655, 2984, 2589, 323, 401, 2933, 1017, 1683, 1603, 442, 1601]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
5162,"[641, 732, 599, 953, 1255, 2610, 2325]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5163,"[966, 2280, 1810, 746, 4691, 5236, 4613, 532, 3736, 5528, 1298]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5164,"[2043, 1276, 384, 1943, 1407, 239, 1412]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5165,"[4921, 4920, 4290, 1124, 1116, 3950, 2305, 413, 1205, 1877, 1521, 450]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'view']"
5166,"[2861, 2457, 230, 285, 291, 6, 458, 4681, 3498, 1363, 1842, 4696]","['apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view']"
5167,"[1836, 778, 1034, 4704, 991, 249, 975, 621]","['view', 'view', 'view', 'view', 'view', 'apply', 'view', 'view']"
5168,"[546, 4326, 538]","['apply', 'apply', 'apply']"
5169,"[5181, 4432, 187, 298, 50, 530, 5435, 700, 597, 1521, 1607]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5170,"[443, 4585, 4006]","['view', 'view', 'apply']"
5171,"[2271, 3736, 166, 242, 58, 247, 621, 1877, 758, 162]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'apply']"
5172,"[5908, 2838, 3597, 31, 4169, 2453, 6109, 4019, 4437]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
5173,"[5970, 2298, 2205, 2025, 4172, 6110]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5174,"[5752, 826, 1737, 4443, 3172, 2713, 4151, 3173, 3169, 1566, 4797, 5007, 2132]","['apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'apply', 'apply', 'view', 'apply', 'apply', 'view']"
5175,"[4577, 3148, 3171, 3977, 5404, 1157, 3859, 4055, 4946, 4625]","['apply', 'view', 'view', 'view', 'view', 'apply', 'apply', 'view', 'view', 'view']"
5176,"[3361, 1940, 3633, 3633, 5444, 4925, 5443, 3900]","['view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
5177,"[3049, 510, 4418, 5578, 2390, 4716, 1924, 3168]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
5178,"[1840, 1985, 1791]","['view', 'apply', 'apply']"
5179,"[1945, 1886, 1567, 1569, 957]","['apply', 'apply', 'apply', 'apply', 'view']"
5180,"[4874, 4698, 4682, 965, 1560, 297, 306, 729, 1442]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5181,"[1766, 1363, 4256, 1764, 895, 798, 1102, 1783, 2579, 178, 6]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5182,"[3461, 2813, 2604, 1072, 39, 3650, 1590, 1148]","['apply', 'apply', 'view', 'apply', 'view', 'apply', 'view', 'view']"
5183,"[2930, 621, 3154, 1020, 1165, 2683]","['view', 'apply', 'view', 'apply', 'apply', 'apply']"
5184,"[4918, 4906, 4889, 4958, 4375, 2345, 177]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
5185,"[50, 151, 184, 174, 178, 518, 3351, 126, 3728, 1900]","['view', 'view', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'apply']"
5186,"[110, 1835, 2224, 61, 189, 55, 4568, 1058, 1967, 84, 131, 118, 2883]","['apply', 'view', 'view', 'view', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5187,"[2824, 223, 3507, 3498]","['apply', 'apply', 'view', 'apply']"
5188,"[4360, 2519, 4399, 623, 2512, 1512, 280, 4630, 3216, 716]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5189,"[268, 1545, 1222, 1544, 1059, 1410, 1343, 4737, 845, 893, 2692, 836, 1537, 1535]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5190,"[3946, 454, 3727, 1532, 2964]","['view', 'view', 'view', 'view', 'view']"
5191,"[2244, 188, 3453, 1970, 604, 262, 270, 255, 2469, 1542, 3651, 4696, 67]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5192,"[24, 1370, 1539, 1408, 1874]","['apply', 'apply', 'apply', 'apply', 'apply']"
5193,"[2448, 1534, 1399]","['apply', 'apply', 'apply']"
5194,"[3391, 787, 2762, 610, 39, 693]","['apply', 'view', 'view', 'view', 'view', 'view']"
5195,"[5728, 4729, 3877, 2363, 1012, 2752, 2143]","['view', 'view', 'view', 'view', 'view', 'view', 'view']"
5196,"[2525, 2818, 3868, 1304, 1652, 668, 665, 1111, 1635, 457, 510, 1361, 3486]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply']"
5197,"[526, 1673, 169, 2746, 3485, 1948, 1866]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5198,"[3484, 4050, 4904, 3357, 311, 2422, 3480, 2235]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5199,"[5362, 4288, 4168, 3355, 3294, 975, 1049, 20, 801, 844, 775]","['apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
5200,"[3736, 896, 1862, 688, 1071, 4230, 3576, 4303]","['view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply']"
5201,"[1775, 832, 700, 92]","['apply', 'apply', 'view', 'view']"
5202,"[85, 1836, 697]","['view', 'view', 'view']"
5203,"[4350, 2622, 770, 1140, 4349, 3446, 2041, 4347, 1582, 494]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
5204,"[4333, 771, 1912, 136, 489, 4348, 547]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'view']"
5205,"[242, 249, 247, 991, 2457, 5039, 259, 244, 778, 4696, 1019, 454, 758, 791]","['view', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'apply', 'apply', 'apply', 'view', 'view', 'apply', 'view']"
5206,"[397, 1207, 1064, 909]","['apply', 'apply', 'apply', 'apply']"
5207,"[2703, 1839, 1615, 3060]","['apply', 'apply', 'apply', 'apply']"
5208,"[4352, 2287, 3317, 2037, 2244, 1549, 352, 1775, 60]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5209,"[230, 1828, 4230, 3576, 509, 1452, 1451, 2879]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5210,"[2919, 1415, 2951]","['view', 'view', 'view']"
5211,"[3347, 2475, 2689, 3049, 4101, 1588, 1746]","['view', 'view', 'view', 'view', 'apply', 'view', 'view']"
5212,"[573, 569, 1778, 1571, 1727, 1618]","['view', 'apply', 'view', 'view', 'view', 'view']"
5213,"[6574, 6229, 590, 2014]","['view', 'view', 'view', 'view']"
5214,"[493, 494, 6369, 420, 3990, 1066, 1945, 6573, 5518, 490, 564, 439, 2719, 560, 4593]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5215,"[1886, 549, 43, 755, 2564, 400]","['view', 'view', 'view', 'view', 'view', 'view']"
5216,"[1098, 1241, 1456]","['apply', 'view', 'view']"
5217,"[989, 1006, 808, 4959, 4957, 1227, 2411, 4952, 556, 2975, 912]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5218,"[1336, 3033, 4715, 1339, 4848, 1064, 909, 3440, 1351, 400, 1337, 4074, 4074, 1406, 899]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5219,"[3793, 908, 1279, 2703, 398, 1365, 3713, 1715, 380, 1615, 334]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5220,"[798, 3225, 898, 740, 4256, 3267, 4351, 180, 1552, 2489, 3482, 1776, 3928, 2127]","['view', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5221,"[506, 3508, 3090]","['apply', 'apply', 'apply']"
5222,"[4353, 3008, 2163, 2028, 2672, 436, 860, 881, 880, 845, 1449]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply']"
5223,"[2642, 1906, 172, 2641, 1898, 2633, 2638]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5224,"[2632, 2674, 855, 3945, 3296, 592, 423, 842, 409, 1358, 440, 114]","['apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view']"
5225,"[4459, 538, 711, 5481, 4502, 719, 541, 1995, 2355, 4580, 2954, 2486, 1362]","['view', 'view', 'view', 'apply', 'apply', 'apply', 'apply', 'apply', 'view', 'view', 'view', 'view', 'apply']"
5226,"[771, 282, 3945, 1520]","['view', 'view', 'view', 'view']"
5227,"[515, 538, 2742, 1351, 856]","['view', 'view', 'view', 'view', 'view']"
5228,"[498, 1502, 992, 1345, 403, 1540, 846, 1484, 1073, 651, 651, 964, 1239]","['view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'view', 'apply', 'apply', 'apply', 'apply']"
5229,"[521, 291, 291, 722, 518, 135, 871, 3795]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
5230,"[996, 2133, 126, 1380, 2516]","['apply', 'apply', 'apply', 'apply', 'apply']"
5231,"[276, 3151, 665, 215, 1069, 1640, 3191, 706, 112, 90, 1344, 85]","['apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply', 'apply']"
